user_id,total_transactions,total_transaction_amount,avg_transaction_amount,max_transaction_amount,avg_account_balance,fraud_transactions,fraud_rate_pct,ip_flag_rate_pct,previous_fraud_activity_rate_pct,avg_daily_transaction_count,avg_failed_transaction_count_7d,avg_transaction_distance,distinct_locations,distinct_device_types,distinct_merchant_categories,first_transaction_time,last_transaction_time
USER_4112,3,442.44,147.48,205.97,77251.93,3,100.0,0.0,0.0,6.33,1.33,2825.98,2,2,2,2023-04-11 22:41:00,2023-11-10 04:18:00
USER_4287,3,173.06,57.69,144.18,63664.1,3,100.0,0.0,33.33,7.33,3.67,3643.06,3,2,1,2023-06-14 16:54:00,2023-07-14 12:44:00
USER_5539,3,255.86,85.29,103.65,67417.39,3,100.0,0.0,33.33,7.33,2.67,1886.5,2,3,3,2023-04-18 04:45:00,2023-09-28 14:44:00
USER_5969,3,327.06,109.02,150.19,20505.66,3,100.0,0.0,33.33,8.33,3.33,1622.88,2,2,3,2023-01-29 15:22:00,2023-02-13 16:03:00
USER_6007,3,335.79,111.93,243.52,46781.09,3,100.0,0.0,0.0,7.67,1.67,3607.97,3,2,3,2023-04-19 00:55:00,2023-10-08 06:31:00
USER_6236,3,90.4,30.13,72.22,39099.94,3,100.0,0.0,33.33,9.33,2.33,3510.57,2,2,2,2023-01-31 11:14:00,2023-12-05 21:38:00
USER_6317,3,100.77,33.59,83.14,78655.84,3,100.0,0.0,0.0,9.0,1.67,1656.32,3,1,3,2023-01-16 04:24:00,2023-05-01 05:19:00
USER_6377,3,582.12,194.04,289.27,47189.93,3,100.0,0.0,0.0,5.33,3.0,2657.35,2,3,2,2023-03-03 23:24:00,2023-08-14 02:46:00
USER_6438,3,817.51,272.5,745.09,69772.15,3,100.0,0.0,0.0,9.0,3.0,1820.24,2,2,3,2023-04-23 23:16:00,2023-12-03 19:15:00
USER_6511,3,821.62,273.87,403.06,65998.07,3,100.0,0.0,66.67,7.33,3.0,3611.93,3,3,2,2023-05-08 17:31:00,2023-12-03 14:42:00
USER_6603,3,480.45,160.15,230.2,67166.67,3,100.0,0.0,0.0,5.0,0.67,3466.19,3,2,3,2023-02-12 07:36:00,2023-10-01 03:16:00
USER_6631,3,67.5,22.5,33.54,54973.32,3,100.0,66.67,33.33,8.33,2.33,2667.81,3,2,2,2023-06-14 12:36:00,2023-12-05 21:28:00
USER_6922,3,345.84,115.28,202.75,49269.0,3,100.0,0.0,0.0,6.67,3.33,878.15,3,2,2,2023-02-02 20:08:00,2023-12-21 14:09:00
USER_6960,3,293.61,97.87,122.99,37665.42,3,100.0,0.0,0.0,5.67,3.67,953.71,3,2,3,2023-01-09 15:47:00,2023-04-23 15:28:00
USER_7245,3,136.52,45.51,84.36,40955.95,3,100.0,0.0,0.0,6.0,2.67,2887.53,1,2,2,2023-01-10 23:07:00,2023-09-16 14:45:00
USER_7419,3,511.04,170.35,197.21,26621.19,3,100.0,0.0,0.0,8.33,2.33,2452.57,3,3,3,2023-02-20 18:17:00,2023-05-10 10:09:00
USER_7429,3,348.15,116.05,163.59,44182.93,3,100.0,0.0,0.0,8.0,3.0,3015.13,2,2,2,2023-01-23 15:59:00,2023-09-23 07:35:00
USER_7514,3,233.31,77.77,150.85,48257.16,3,100.0,33.33,0.0,7.33,1.0,2083.45,2,2,2,2023-08-03 20:10:00,2023-11-17 18:32:00
USER_7662,3,73.83,24.61,30.57,32339.53,3,100.0,0.0,0.0,6.67,2.0,1079.15,3,2,3,2023-08-24 13:29:00,2023-10-22 08:29:00
USER_7832,3,182.76,60.92,169.5,29767.13,3,100.0,0.0,0.0,4.33,2.67,1517.34,2,3,3,2023-02-10 09:45:00,2023-07-25 03:40:00
USER_8622,3,244.96,81.65,171.61,33537.77,3,100.0,33.33,0.0,5.0,2.0,2448.18,3,3,3,2023-03-02 17:43:00,2023-10-05 14:31:00
USER_8863,3,373.2,124.4,236.73,51271.34,3,100.0,0.0,0.0,7.33,2.67,2950.65,2,2,2,2023-03-15 01:57:00,2023-07-23 22:09:00
USER_9229,3,318.1,106.03,168.09,68119.21,3,100.0,0.0,0.0,8.67,2.33,2019.88,1,2,2,2023-01-08 21:28:00,2023-12-03 16:33:00
USER_9597,3,428.63,142.88,274.97,35514.13,3,100.0,0.0,33.33,8.0,3.0,3721.89,3,2,3,2023-03-30 15:12:00,2023-10-03 15:01:00
USER_9763,3,78.22,26.07,32.55,86710.18,3,100.0,0.0,0.0,9.0,2.67,3188.94,2,2,2,2023-05-15 03:57:00,2023-12-10 01:36:00
USER_9937,3,921.57,307.19,394.73,56025.1,3,100.0,0.0,66.67,8.67,2.0,3167.3,2,2,3,2023-01-30 14:40:00,2023-05-18 00:50:00
USER_1077,2,184.04,92.02,100.5,49471.75,2,100.0,50.0,0.0,5.5,4.0,995.3,2,2,2,2023-01-29 20:51:00,2023-09-02 09:20:00
USER_1409,2,179.03,89.52,174.35,16357.26,2,100.0,0.0,0.0,4.0,3.5,2986.14,1,2,2,2023-01-21 08:11:00,2023-08-23 20:43:00
USER_1428,2,86.59,43.3,65.05,59797.77,2,100.0,0.0,0.0,6.5,4.0,2096.01,1,2,1,2023-05-15 01:42:00,2023-10-04 11:47:00
USER_1653,2,33.45,16.73,21.3,63941.58,2,100.0,0.0,0.0,9.5,4.0,1511.86,1,2,2,2023-09-09 11:08:00,2023-09-25 01:09:00
USER_1828,2,125.14,62.57,94.2,14671.92,2,100.0,0.0,0.0,10.0,3.0,3439.31,2,1,1,2023-02-17 00:19:00,2023-06-04 05:25:00
USER_2170,2,135.52,67.76,97.75,67457.45,2,100.0,0.0,0.0,5.5,3.5,2422.32,2,2,2,2023-03-20 20:14:00,2023-09-10 04:53:00
USER_2372,2,111.92,55.96,55.99,84290.49,2,100.0,0.0,0.0,5.5,2.5,2943.37,2,2,2,2023-01-21 18:22:00,2023-03-13 19:17:00
USER_2443,2,223.6,111.8,164.27,53475.29,2,100.0,0.0,0.0,10.5,4.0,3228.23,2,1,2,2023-03-11 14:29:00,2023-11-18 18:31:00
USER_2668,2,210.36,105.18,191.17,50728.92,2,100.0,0.0,0.0,11.5,4.0,1947.84,2,2,2,2023-08-09 13:36:00,2023-12-15 23:10:00
USER_3081,2,505.17,252.58,339.53,93586.35,2,100.0,0.0,0.0,3.5,2.0,2729.49,2,2,1,2023-03-11 05:25:00,2023-06-02 00:30:00
USER_3229,2,460.4,230.2,447.86,73394.82,2,100.0,0.0,0.0,13.5,3.0,2511.11,2,1,1,2023-01-04 04:14:00,2023-07-16 03:28:00
USER_3257,2,37.29,18.64,36.88,23449.43,2,100.0,0.0,0.0,6.5,2.0,2610.95,2,2,2,2023-01-01 18:58:00,2023-12-19 13:54:00
USER_3328,2,167.04,83.52,88.73,43412.65,2,100.0,0.0,0.0,8.5,3.0,1982.12,2,2,2,2023-03-30 23:46:00,2023-05-15 18:29:00
USER_3541,2,58.3,29.15,38.44,35333.18,2,100.0,50.0,0.0,6.0,3.0,2702.13,2,2,2,2023-07-08 20:05:00,2023-12-12 17:26:00
USER_3746,2,482.98,241.49,343.87,35124.43,2,100.0,0.0,50.0,8.5,3.5,4696.59,2,2,2,2023-08-22 19:21:00,2023-09-11 15:22:00
USER_3756,2,161.96,80.98,159.93,25329.11,2,100.0,0.0,0.0,11.5,4.0,3018.68,2,1,2,2023-02-25 10:45:00,2023-10-06 02:32:00
USER_3868,2,177.9,88.95,137.54,38460.14,2,100.0,0.0,0.0,9.5,3.5,3694.52,2,2,1,2023-02-18 13:58:00,2023-05-31 10:33:00
USER_3982,2,186.99,93.49,156.39,51313.32,2,100.0,0.0,0.0,4.0,0.5,4061.65,1,2,2,2023-03-01 00:49:00,2023-07-19 01:20:00
USER_3998,2,219.43,109.72,197.59,69570.61,2,100.0,0.0,0.0,7.5,3.5,2776.44,1,1,2,2023-04-12 07:14:00,2023-11-20 19:48:00
USER_4040,2,168.1,84.05,134.09,74626.79,2,100.0,0.0,50.0,7.5,4.0,4605.05,2,1,2,2023-04-18 12:05:00,2023-09-25 11:21:00
USER_4353,2,56.61,28.3,55.25,75574.11,2,100.0,0.0,0.0,7.5,4.0,1792.76,2,2,2,2023-07-20 11:44:00,2023-08-23 09:50:00
USER_4538,2,100.24,50.12,79.14,11020.33,2,100.0,0.0,0.0,9.5,4.0,2109.47,2,1,2,2023-11-11 05:46:00,2023-11-23 00:22:00
USER_4565,2,403.0,201.5,216.81,46990.54,2,100.0,50.0,0.0,7.0,2.5,2763.24,2,1,2,2023-03-16 18:07:00,2023-06-09 17:51:00
USER_4593,2,132.45,66.22,88.4,78195.05,2,100.0,0.0,0.0,2.5,4.0,4719.6,1,2,2,2023-03-10 08:15:00,2023-05-18 04:11:00
USER_4694,2,226.1,113.05,191.32,27909.03,2,100.0,0.0,0.0,9.5,2.5,4471.69,2,2,2,2023-07-22 09:52:00,2023-08-21 14:04:00
USER_4829,2,594.96,297.48,372.98,79887.43,2,100.0,0.0,0.0,6.5,4.0,3752.23,2,1,2,2023-10-29 10:33:00,2023-11-03 07:20:00
USER_5202,2,34.53,17.27,29.1,50246.36,2,100.0,0.0,0.0,8.5,4.0,3058.39,2,2,2,2023-05-05 04:05:00,2023-07-09 13:08:00
USER_5660,2,91.65,45.83,52.27,63284.4,2,100.0,0.0,0.0,5.0,3.0,2116.72,2,2,1,2023-03-12 20:38:00,2023-11-05 14:34:00
USER_5689,2,264.69,132.34,136.45,38251.92,2,100.0,0.0,0.0,6.5,4.0,4166.82,2,1,1,2023-11-07 04:52:00,2023-12-15 02:57:00
USER_7273,2,128.22,64.11,97.06,65776.4,2,100.0,0.0,0.0,8.5,2.5,3610.73,2,2,2,2023-03-14 07:17:00,2023-06-17 03:14:00
USER_7367,2,89.23,44.62,89.11,33066.76,2,100.0,0.0,0.0,11.0,4.0,1932.65,2,2,2,2023-08-27 01:36:00,2023-11-11 03:12:00
USER_7585,2,356.79,178.39,232.19,47716.02,2,100.0,0.0,0.0,9.5,4.0,2737.36,1,2,2,2023-02-05 01:31:00,2023-05-06 20:49:00
USER_7756,2,54.1,27.05,41.25,47051.27,2,100.0,50.0,0.0,8.0,3.0,190.03,1,2,2,2023-02-25 03:33:00,2023-03-14 02:29:00
USER_7829,2,281.27,140.63,152.82,51248.47,2,100.0,0.0,0.0,11.0,2.0,1984.84,2,2,2,2023-08-30 22:00:00,2023-09-22 13:53:00
USER_7888,2,53.91,26.95,45.72,36157.89,2,100.0,0.0,50.0,9.5,4.0,1077.13,2,1,2,2023-09-05 19:28:00,2023-11-29 18:36:00
USER_7955,2,175.53,87.77,134.82,22070.24,2,100.0,50.0,0.0,11.0,4.0,3030.14,2,2,2,2023-01-31 14:27:00,2023-10-11 21:13:00
USER_8308,2,164.78,82.39,115.52,38853.37,2,100.0,0.0,0.0,8.5,1.0,2737.57,2,2,2,2023-01-24 15:14:00,2023-02-09 10:37:00
USER_8585,2,59.62,29.81,37.96,24536.24,2,100.0,0.0,50.0,11.5,2.5,2634.92,1,2,2,2023-09-20 08:32:00,2023-11-06 11:36:00
USER_8646,2,175.43,87.72,95.49,49595.69,2,100.0,0.0,0.0,9.5,3.5,3142.97,2,2,2,2023-02-16 10:09:00,2023-04-20 08:36:00
USER_8685,2,88.84,44.42,72.92,50462.65,2,100.0,0.0,0.0,6.0,4.0,4021.16,1,1,2,2023-02-16 17:08:00,2023-11-23 18:53:00
USER_9034,2,99.1,49.55,92.42,41774.82,2,100.0,0.0,0.0,4.0,2.5,672.84,2,1,2,2023-04-01 11:52:00,2023-08-10 05:27:00
USER_9311,2,116.09,58.05,106.17,39459.29,2,100.0,0.0,50.0,10.0,1.0,3809.07,1,2,2,2023-06-29 00:27:00,2023-09-25 09:10:00
USER_9478,2,189.17,94.59,173.84,14466.65,2,100.0,0.0,0.0,3.5,4.0,1376.38,2,2,2,2023-08-02 08:22:00,2023-11-02 00:00:00
USER_9525,2,72.63,36.31,43.35,72664.33,2,100.0,0.0,50.0,11.0,4.0,650.01,1,2,2,2023-01-08 06:17:00,2023-04-07 02:13:00
USER_9745,2,28.87,14.44,28.82,40697.21,2,100.0,0.0,0.0,8.0,2.0,1369.15,2,1,1,2023-10-21 10:16:00,2023-12-26 22:47:00
USER_9871,2,206.4,103.2,131.73,62915.97,2,100.0,0.0,0.0,9.0,3.5,2832.1,1,2,2,2023-05-04 23:00:00,2023-10-01 07:55:00
USER_9917,2,134.68,67.34,130.88,10582.49,2,100.0,0.0,50.0,13.0,2.5,3017.76,2,1,2,2023-02-25 09:01:00,2023-07-04 21:33:00
USER_9939,2,125.9,62.95,121.46,70856.68,2,100.0,50.0,50.0,5.5,4.0,2347.11,2,1,2,2023-09-03 11:48:00,2023-11-09 00:49:00
USER_1144,1,99.28,99.28,99.28,9782.41,1,100.0,0.0,100.0,3.0,4.0,2729.46,1,1,1,2023-07-25 18:05:00,2023-07-25 18:05:00
USER_1210,1,260.3,260.3,260.3,19731.02,1,100.0,0.0,0.0,11.0,4.0,3974.91,1,1,1,2023-02-05 07:47:00,2023-02-05 07:47:00
USER_1251,1,14.75,14.75,14.75,46813.69,1,100.0,0.0,0.0,6.0,4.0,319.78,1,1,1,2023-01-05 20:34:00,2023-01-05 20:34:00
USER_1274,1,32.38,32.38,32.38,22223.72,1,100.0,0.0,0.0,11.0,4.0,3488.88,1,1,1,2023-04-23 19:20:00,2023-04-23 19:20:00
USER_1380,1,158.98,158.98,158.98,81049.51,1,100.0,0.0,0.0,11.0,4.0,4980.33,1,1,1,2023-01-10 05:42:00,2023-01-10 05:42:00
USER_1433,1,31.11,31.11,31.11,38166.71,1,100.0,0.0,0.0,8.0,0.0,624.07,1,1,1,2023-01-02 19:52:00,2023-01-02 19:52:00
USER_1621,1,203.77,203.77,203.77,90531.29,1,100.0,0.0,0.0,4.0,4.0,4095.44,1,1,1,2023-07-24 19:07:00,2023-07-24 19:07:00
USER_1696,1,83.64,83.64,83.64,51763.28,1,100.0,100.0,0.0,9.0,1.0,998.0,1,1,1,2023-01-28 09:47:00,2023-01-28 09:47:00
USER_1708,1,104.41,104.41,104.41,25982.86,1,100.0,0.0,0.0,14.0,4.0,2674.98,1,1,1,2023-03-11 04:06:00,2023-03-11 04:06:00
USER_1806,1,75.29,75.29,75.29,51354.2,1,100.0,0.0,0.0,12.0,1.0,1891.46,1,1,1,2023-11-06 04:40:00,2023-11-06 04:40:00
USER_2034,1,331.78,331.78,331.78,88531.02,1,100.0,0.0,0.0,14.0,4.0,2240.06,1,1,1,2023-08-28 21:52:00,2023-08-28 21:52:00
USER_2219,1,30.01,30.01,30.01,85286.72,1,100.0,0.0,0.0,7.0,3.0,3551.9,1,1,1,2023-07-20 08:47:00,2023-07-20 08:47:00
USER_2441,1,56.21,56.21,56.21,99320.85,1,100.0,0.0,0.0,13.0,4.0,3728.45,1,1,1,2023-09-13 09:54:00,2023-09-13 09:54:00
USER_2570,1,205.01,205.01,205.01,82045.83,1,100.0,100.0,0.0,1.0,4.0,4791.0,1,1,1,2023-10-22 20:56:00,2023-10-22 20:56:00
USER_2603,1,242.19,242.19,242.19,55264.47,1,100.0,0.0,0.0,12.0,4.0,3044.6,1,1,1,2023-08-08 15:17:00,2023-08-08 15:17:00
USER_2791,1,21.1,21.1,21.1,9408.64,1,100.0,0.0,0.0,10.0,4.0,1257.0,1,1,1,2023-01-22 17:03:00,2023-01-22 17:03:00
USER_2866,1,52.71,52.71,52.71,14606.24,1,100.0,0.0,0.0,9.0,0.0,4438.77,1,1,1,2023-06-14 22:34:00,2023-06-14 22:34:00
USER_2983,1,103.54,103.54,103.54,61324.97,1,100.0,0.0,0.0,4.0,0.0,3977.72,1,1,1,2023-06-05 14:44:00,2023-06-05 14:44:00
USER_3009,1,295.82,295.82,295.82,74718.57,1,100.0,0.0,0.0,6.0,2.0,1533.57,1,1,1,2023-04-10 11:47:00,2023-04-10 11:47:00
USER_3055,1,258.32,258.32,258.32,7901.93,1,100.0,0.0,0.0,1.0,4.0,2812.73,1,1,1,2023-07-22 03:01:00,2023-07-22 03:01:00
USER_3152,1,66.08,66.08,66.08,91455.21,1,100.0,0.0,0.0,2.0,4.0,2746.88,1,1,1,2023-05-04 17:04:00,2023-05-04 17:04:00
USER_3182,1,116.45,116.45,116.45,1961.06,1,100.0,0.0,0.0,2.0,0.0,1224.41,1,1,1,2023-05-01 10:17:00,2023-05-01 10:17:00
USER_3277,1,122.2,122.2,122.2,76089.29,1,100.0,0.0,0.0,10.0,4.0,1414.98,1,1,1,2023-02-01 17:54:00,2023-02-01 17:54:00
USER_3300,1,128.15,128.15,128.15,7928.54,1,100.0,0.0,0.0,11.0,3.0,4007.64,1,1,1,2023-11-13 14:08:00,2023-11-13 14:08:00
USER_3579,1,12.16,12.16,12.16,86658.59,1,100.0,0.0,0.0,3.0,4.0,3466.18,1,1,1,2023-10-03 13:13:00,2023-10-03 13:13:00
USER_3616,1,30.2,30.2,30.2,18434.01,1,100.0,0.0,0.0,3.0,3.0,4960.01,1,1,1,2023-06-17 21:33:00,2023-06-17 21:33:00
USER_3830,1,46.85,46.85,46.85,74150.71,1,100.0,0.0,0.0,11.0,3.0,54.34,1,1,1,2023-06-14 15:21:00,2023-06-14 15:21:00
USER_3874,1,29.54,29.54,29.54,84044.12,1,100.0,0.0,0.0,11.0,4.0,2955.67,1,1,1,2023-11-24 04:29:00,2023-11-24 04:29:00
USER_4189,1,21.01,21.01,21.01,42245.15,1,100.0,0.0,0.0,5.0,4.0,3464.51,1,1,1,2023-12-27 20:50:00,2023-12-27 20:50:00
USER_4218,1,82.39,82.39,82.39,36157.66,1,100.0,0.0,0.0,3.0,1.0,2211.16,1,1,1,2023-03-12 23:14:00,2023-03-12 23:14:00
USER_4265,1,80.4,80.4,80.4,60394.4,1,100.0,0.0,0.0,10.0,4.0,4530.61,1,1,1,2023-01-18 06:08:00,2023-01-18 06:08:00
USER_4304,1,122.35,122.35,122.35,49825.65,1,100.0,0.0,0.0,6.0,4.0,4703.35,1,1,1,2023-04-07 03:57:00,2023-04-07 03:57:00
USER_4437,1,183.3,183.3,183.3,69393.46,1,100.0,0.0,100.0,2.0,4.0,1509.25,1,1,1,2023-08-03 07:30:00,2023-08-03 07:30:00
USER_4826,1,133.31,133.31,133.31,92669.98,1,100.0,0.0,100.0,11.0,4.0,626.8,1,1,1,2023-09-18 10:36:00,2023-09-18 10:36:00
USER_4899,1,132.22,132.22,132.22,90053.92,1,100.0,0.0,0.0,6.0,3.0,3053.68,1,1,1,2023-09-21 11:38:00,2023-09-21 11:38:00
USER_5115,1,18.78,18.78,18.78,91373.92,1,100.0,0.0,0.0,4.0,4.0,4039.27,1,1,1,2023-08-23 14:24:00,2023-08-23 14:24:00
USER_5265,1,196.3,196.3,196.3,16443.04,1,100.0,0.0,0.0,12.0,2.0,1650.26,1,1,1,2023-12-25 14:37:00,2023-12-25 14:37:00
USER_5475,1,10.96,10.96,10.96,35015.21,1,100.0,0.0,0.0,11.0,4.0,3484.7,1,1,1,2023-10-08 14:56:00,2023-10-08 14:56:00
USER_5657,1,210.99,210.99,210.99,39186.9,1,100.0,0.0,0.0,5.0,4.0,611.15,1,1,1,2023-05-22 05:34:00,2023-05-22 05:34:00
USER_5844,1,5.0,5.0,5.0,73453.77,1,100.0,0.0,100.0,4.0,4.0,2897.25,1,1,1,2023-12-02 12:20:00,2023-12-02 12:20:00
USER_6028,1,69.74,69.74,69.74,22860.08,1,100.0,0.0,0.0,3.0,3.0,3918.59,1,1,1,2023-11-18 07:10:00,2023-11-18 07:10:00
USER_6114,1,39.89,39.89,39.89,58932.13,1,100.0,0.0,100.0,9.0,4.0,2118.02,1,1,1,2023-10-14 22:37:00,2023-10-14 22:37:00
USER_6195,1,96.66,96.66,96.66,96969.97,1,100.0,100.0,0.0,5.0,4.0,2803.68,1,1,1,2023-02-16 15:47:00,2023-02-16 15:47:00
USER_6215,1,109.3,109.3,109.3,7103.86,1,100.0,0.0,0.0,10.0,4.0,3513.92,1,1,1,2023-07-30 23:15:00,2023-07-30 23:15:00
USER_6227,1,523.28,523.28,523.28,84767.31,1,100.0,0.0,0.0,3.0,2.0,3797.09,1,1,1,2023-08-17 02:22:00,2023-08-17 02:22:00
USER_6662,1,267.99,267.99,267.99,37144.5,1,100.0,0.0,0.0,4.0,4.0,2185.94,1,1,1,2023-01-17 05:57:00,2023-01-17 05:57:00
USER_6711,1,134.65,134.65,134.65,75044.99,1,100.0,0.0,0.0,1.0,1.0,3739.54,1,1,1,2023-03-23 20:37:00,2023-03-23 20:37:00
USER_6814,1,23.67,23.67,23.67,58484.69,1,100.0,0.0,0.0,7.0,1.0,3164.04,1,1,1,2023-09-21 20:54:00,2023-09-21 20:54:00
USER_7013,1,45.01,45.01,45.01,57572.63,1,100.0,0.0,0.0,3.0,4.0,965.49,1,1,1,2023-07-07 18:29:00,2023-07-07 18:29:00
USER_7271,1,53.56,53.56,53.56,44364.62,1,100.0,0.0,0.0,7.0,3.0,11.5,1,1,1,2023-03-25 14:17:00,2023-03-25 14:17:00
USER_7424,1,91.54,91.54,91.54,92870.03,1,100.0,0.0,100.0,14.0,4.0,4256.89,1,1,1,2023-03-27 21:50:00,2023-03-27 21:50:00
USER_7478,1,15.21,15.21,15.21,52210.07,1,100.0,100.0,0.0,9.0,4.0,1976.28,1,1,1,2023-11-14 20:12:00,2023-11-14 20:12:00
USER_7515,1,48.01,48.01,48.01,62574.68,1,100.0,0.0,0.0,6.0,4.0,4931.13,1,1,1,2023-05-12 02:56:00,2023-05-12 02:56:00
USER_7736,1,54.84,54.84,54.84,63951.31,1,100.0,0.0,0.0,8.0,4.0,2095.62,1,1,1,2023-02-10 03:06:00,2023-02-10 03:06:00
USER_7753,1,161.05,161.05,161.05,88039.65,1,100.0,0.0,0.0,13.0,4.0,4400.49,1,1,1,2023-12-20 12:08:00,2023-12-20 12:08:00
USER_7835,1,0.3,0.3,0.3,10033.24,1,100.0,0.0,0.0,2.0,2.0,1631.0,1,1,1,2023-05-24 04:14:00,2023-05-24 04:14:00
USER_8168,1,23.71,23.71,23.71,96965.73,1,100.0,0.0,0.0,5.0,4.0,4811.09,1,1,1,2023-06-15 23:03:00,2023-06-15 23:03:00
USER_8217,1,155.26,155.26,155.26,35083.9,1,100.0,0.0,0.0,5.0,4.0,2963.51,1,1,1,2023-01-04 22:26:00,2023-01-04 22:26:00
USER_8251,1,140.46,140.46,140.46,13141.27,1,100.0,0.0,0.0,10.0,2.0,1803.22,1,1,1,2023-12-22 02:30:00,2023-12-22 02:30:00
USER_8277,1,11.43,11.43,11.43,6112.14,1,100.0,0.0,0.0,5.0,2.0,1540.39,1,1,1,2023-04-26 18:28:00,2023-04-26 18:28:00
